연번,구인_신청일자,모집_기간,기업명,모집_직종,고용_형태,임금_형태,임금,입사_형태,요구_경력,요구_학력,전공_계열,요구_자격증,사업장_주소,기업_형태,담당_기관,등록일,연락처
7848,2024-04-30,2024-04-30~2024-05-09,부안고등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),상용직,시급,9860.0,무관,0년개월,무관,,    ,"전라북도 부안군 부안읍 문정로 32 (봉덕리, 부안고등학교)","공사,공공",전북지사,2024-04-30,1588-1519
7849,2024-04-30,2024-04-30~2024-05-30,소풍A,기타 서비스 단순종사원,상용직,시급,9860.0,무관,0년개월,무관,,    ,"충청북도 충주시 고든골길 62-1 (직동), 다동",개인,충북지사,2024-04-30,1588-1519
7850,2024-04-30,2024-04-30~2024-07-01,(주)에이엔피 청주공장,재단 보조원,상용직,시급,10010.0,무관,무관,무관,,    ,충청북도 청주시 흥덕구 월명로 195 (봉명동),중소,충북지사,2024-05-02,1588-1519
7851,2024-04-30,2024-04-30~2024-07-29,주식회사 제주크린,세탁원,상용직,시급,9860.0,무관,0년개월,무관,,    ,제주특별자치도 제주시 애월읍 광령9길 10-10 1동 101호,중소,제주지사,2024-04-30,1588-1519
7852,2024-04-30,2024-04-30~2024-06-30,신호기업,가구 및 기타 도장기 조작원,상용직,시급,9860.0,무관,무관,무관,,    ,경상남도 거제시 장평3로 80 삼성중공업(주)거제조선소 내,중소,경남동부지사,2024-04-30,1588-1519
7853,2024-04-30,2024-04-30~2024-05-31,한진부산컨테이너터미널 주식회사,IT 원격지원 서비스원,상용직,연봉,42000000.0,무관,무관,고졸,,    ,경상남도 창원시 진해구 신항로 434 (안골동),대기업,경남동부지사,2024-04-30,1588-1519
7854,2024-04-30,2024-04-30~2024-05-02,진주시직업재활센터,인쇄보조원,상용직,시급,9620.0,무관,무관,무관,,    ,경상남도 진주시 정촌면 화개천로 132-13 장애인일자리타운,중소,경남동부지사,2024-05-02,1588-1519
7855,2024-04-30,2024-04-30~2024-06-30,예쁜마을 사회적협동조합,농업 단순 종사원,시간제,시급,9860.0,무관,0년개월,무관,,    ,경상남도 고성군 고성읍 중앙로15번길 6-9 1층 101호(성내리),"협회,단체",경남동부지사,2024-04-30,1588-1519
7856,2024-04-30,2024-04-30~2024-05-13,에스피씨(주),사업체 우편물 및 택배물품 관리원,계약직,시급,9860.0,무관,무관,무관,,    ,서울특별시 서초구 남부순환로 2620 (양재동),중소,서울동부지사,2024-04-30,1588-1519
7857,2024-04-29,2024-04-29~2024-05-30,안성고등학교,도서정리원,상용직,시급,9860.0,무관,0년개월,무관,,    ,경기도 안성시 금산길 57 (금산동),"공사,공공",경기지역본부,2024-04-29,1588-1519
7858,2024-04-29,2024-04-29~2024-05-10,차의과학대학교 부속 구미차병원,보안 관제원,계약직,시급,10200.0,무관,무관,무관,,    ,경상북도 구미시 신시로10길 12 (형곡동),대기업,경북지사,2024-04-29,1588-1519
7859,2024-04-29,2024-04-29~2024-05-07,행복키움 주식회사(대전),바리스타,계약직,연봉,15000000.0,무관,0년개월,무관,,    ,대전광역시 유성구 엑스포로 325 (원촌동) (주)SK 대덕연구단지,중소,대전지역본부,2024-04-29,1588-1519
7860,2024-04-29,2024-04-29~2024-05-31,(주)유니코넥션,자동차 부분품 조립·검사원,계약직,시급,9860.0,무관,무관,무관,,    ,세종특별자치시 전동면 노장공단길 25-3 유니코넥션,중소,대전지역본부,2024-04-29,1588-1519
7861,2024-04-29,2024-04-29~2024-05-17,더불어삶,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9860.0,무관,무관,무관,,    ,전북특별자치도 전주시 덕진구 서당길 37 더불어삶 (용정동),중소,전북지사,2024-04-29,1588-1519
7862,2024-04-29,2024-04-29~2024-05-10,전북대학교병원,기타 판매 단순 종사원,계약직,시급,9960.0,무관,무관,무관,,    ,전라북도 전주시 덕진구 건지로 20 (금암동),"공사,공공",전북지사,2024-04-29,1588-1519
7863,2024-04-29,2024-04-29~2024-05-10,전북대학교병원,병원 안내원 및 병원고객 도우미,계약직,시급,9960.0,무관,무관,무관,,    ,전라북도 전주시 덕진구 건지로 20 (금암동),"공사,공공",전북지사,2024-04-29,1588-1519
7864,2024-04-29,2024-04-29~2024-05-10,전북대학교병원,사회복지사(사회복지시설),상용직,시급,9960.0,무관,무관,무관,,    ,전라북도 전주시 덕진구 건지로 20 (금암동),"공사,공공",전북지사,2024-04-29,1588-1519
7865,2024-04-29,2024-04-29~2024-05-10,사단법인경상남도장애인부모연대사천시지회,요양보호사 보조원,시간제,시급,9860.0,무관,0년개월,무관,,    ,경상남도 사천시 사천읍 진삼로 1528-1 (사천),"협회,단체",경남동부지사,2024-05-03,1588-1519
7866,2024-04-29,2024-04-29~2024-04-30,경서산업사,세탁보조원,상용직,시급,9620.0,무관,무관,무관,,    ,경상남도 진주시 공단로 237 TEST (상평동),중소,경남동부지사,2024-04-30,1588-1519
7867,2024-04-29,2024-04-29~2024-06-30,유니드,세탁원,상용직,시급,9860.0,무관,0년개월,무관,,    ,전라북도 전주시 덕진구 석소3길 18-3 (우아동2가),개인,전북지사,2024-04-29,1588-1519
7868,2024-04-29,2024-04-29~2024-05-13,한국지능정보사회진흥원,총무 및 일반 사무원,상용직,연봉,34690000.0,무관,무관,무관,,    ,대구광역시 동구 첨단로 53 (신서동),중소,대구지역본부,2024-04-29,1588-1519
7869,2024-04-29,2024-04-29~2024-06-28,(주)이랜드월드패션사업부,의류 판매원,계약직,시급,9860.0,무관,무관,무관,,    ,서울특별시 금천구 가산디지털1로 159 (가산동),대기업,대구지역본부,2024-05-03,1588-1519
7870,2024-04-29,2024-04-29~2024-05-10,(복)불국토수영구노인복지관,사무 보조원(일반사업체),상용직,시급,9860.0,무관,무관,무관,,    ,부산광역시 수영구 황령대로489번길 83 (남천동),"협회,단체",부산지역본부,2024-05-02,1588-1519
7871,2024-04-29,2024-04-29~2024-05-03,인천국제공항보안 주식회사,"공공시설 경비원(청사, 학교, 병원 등)",상용직,연봉,33000000.0,무관,무관,무관,,    ,"인천광역시 중구 공항로424번길 84 8층(운서동, 인하국제의료센터)",중소,인천지사,2024-04-29,1588-1519
7872,2024-04-29,2024-04-29~2024-05-10,주식회사 해모,"제품 포장원(섬유, 전기전자, 식품 제외)",상용직,연봉,24800000.0,신입,무관,무관,,    ,인천광역시 미추홀구 방축로 312 (주안동)주안제이타워2차 지식산업센터 817호,중소,인천지사,2024-04-29,1588-1519
7873,2024-04-29,2024-04-29~2024-06-30,더봄플러스 주식회사,환경 미화원,계약직,월급,900000.0,무관,무관,무관,,    ,서울특별시 구로구 디지털로26길 43 (구로동)R동 1910호,중소,인천지사,2024-04-29,1588-1519
7874,2024-04-29,2024-04-29~2024-05-03,미추마루보호작업장(이전명: 길벗보호작업장),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,9860.0,무관,0년개월,무관,,    ,인천광역시 미추홀구 석정로212번길 7 (도화동),개인,인천지사,2024-04-29,1588-1519
7875,2024-04-29,2024-04-29~2024-05-31,(주)서한,총무 및 일반 사무원,계약직,연봉,30000000.0,무관,무관,무관,,1급 소방안전관리자  2급 소방안전관리자  ,"대구광역시 수성구 명덕로 415 (수성동2가, 서한빌딩)",중소,인천지사,2024-04-29,1588-1519
7876,2024-04-29,2024-04-29~2024-04-29,가톨릭대학교 인천성모병원,의료 보조원(간호조무사 제외),계약직,시급,9860.0,무관,무관,무관,,    ,인천광역시 부평구 동수로 56 (부평동),중소,인천지사,2024-04-29,1588-1519
7877,2024-04-29,2024-04-29~2024-06-28,원진운수(주),"노선버스 운전원(시내, 마을, 시외, 고속)",상용직,시급,9860.0,무관,무관,무관,,    ,인천광역시 서구 원창로 81 (원창동),중소,인천지사,2024-04-29,1588-1519
7878,2024-04-29,2024-04-29~2024-04-29,주식회사 비엘비,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,2060740.0,무관,무관,무관,,    ,경기도 파주시 탄현면 장릉로51번길 92,중소,인천지사,2024-04-29,1588-1519
7879,2024-04-29,2024-04-29~2024-04-30,정성종합관리,건물 경비원,계약직,월급,2300000.0,무관,무관,무관,,    ,"인천광역시 부평구 경인로 1080-1 4층(401,402호) (부개동)",중소,인천지사,2024-04-29,1588-1519
7880,2024-04-29,2024-04-29~2024-05-03,(주)쿱스토어대전충청,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,10660.0,무관,무관,무관,,    ,대전광역시 서구 문예로 7 비 101호 (탄방동),중소,대전지역본부,2024-04-29,1588-1519
7881,2024-04-29,2024-04-29~2024-05-03,서대전고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1035300.0,무관,무관,무관,,    ,대전광역시 서구 월평동로 60 서대전고등학교(월평동),"공사,공공",대전지역본부,2024-04-29,1588-1519
7882,2024-04-29,2024-04-29~2024-05-09,한국생명공학연구원,생명과학 시험원,계약직,월급,1906870.0,무관,무관,무관,생물학,    ,대전광역시 유성구 과학로 125 (어은동),중소,대전지역본부,2024-04-29,1588-1519
7883,2024-04-29,2024-04-29~2024-05-31,주식회사 글리제,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9860.0,무관,0년개월,무관,,    ,전라남도 화순군 동면 동농공길 26-6 주식회사 글리제,중소,광주지역본부,2024-04-29,1588-1519
7884,2024-04-29,2024-04-29~2024-07-28,(주)라컴텍 천안지점,대여 생활용품 세척원(다회용기 세척원),계약직,월급,2450000.0,무관,0년개월,무관,,    ,충청남도 천안시 동남구 수신면 5산단4로 85,중소,충남지사,2024-04-29,1588-1519
7885,2024-04-29,2024-04-29~2024-06-30,엔켐,사업기획사무원,상용직,시급,12000.0,무관,무관,무관,,    ,충청북도 제천시 바이오밸리로 107 엔켐,중소,충남지사,2024-04-29,1588-1519
7886,2024-04-29,2024-04-29~2024-07-28,주식회사 푸른솔 파트너스,세탁원,상용직,시급,9860.0,무관,0년개월,무관,,    ,충청남도 아산시 배방읍 고불로 68,중소,충남지사,2024-04-29,1588-1519
7887,2024-04-29,2024-04-29~2024-05-31,유한회사 우성워싱웨이,경·소형 화물차 운전원,상용직,시급,9860.0,무관,0년개월,무관,,    ,울산광역시 울주군 웅촌면 고연공단1길 19 고연공단1길 21,중소,울산지사,2024-04-30,1588-1519
7888,2024-04-29,2024-04-29~2024-05-30,주식회사제이엠워크,건물 경비원,계약직,월급,2038695.0,무관,무관,무관,,    ,"부산광역시 북구 금곡대로 458 4층 (금곡동, 월드프라자)",중소,울산지사,2024-04-29,1588-1519
7889,2024-04-29,2024-04-29~2024-07-28,티씨머터리얼즈(주),기계·금속 분야 단순 종사원,상용직,시급,9860.0,무관,무관,무관,,    ,울산광역시 울주군 온산읍 산남길 64 티씨티,중소,울산지사,2024-04-29,1588-1519
7890,2024-04-29,2024-04-29~2024-07-28,솔로몬,가구 제조원,상용직,시급,9860.0,무관,무관,무관,,    ,경기도 김포시 통진읍 율마로211번길 30 솔로몬 ,중소,경기북부지사,2024-04-29,1588-1519
7891,2024-04-29,2024-04-29~2024-07-24,한양대학교구리병원,키오스크 전담안내원,상용직,월급,962000.0,무관,0년개월,무관,,    ,경기도 구리시 경춘로 153 (교문동),대기업,경기북부지사,2024-05-02,1588-1519
7892,2024-04-29,2024-04-29~2024-05-02,(주)동신툴피아,물류 사무원(물류 관리사),상용직,연봉,26000000.0,무관,무관,무관,,    ,서울특별시 금천구 벚꽃로 142 동신빌딩 (독산동),중소,서울남부지사,2024-05-02,1588-1519
7893,2024-04-29,2024-04-29~2024-06-28,좋은강안병원,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),시간제,시급,9860.0,무관,무관,무관,,    ,부산광역시 수영구 수영로 493 (남천동),대기업,부산지역본부,2024-04-29,1588-1519
7894,2024-04-29,2024-04-29~2024-05-03,주식회사 오피스배재,창고 관리원,계약직,시급,9860.0,무관,무관,무관,,    ,서울특별시 금천구 가산디지털1로 19 (가산동),중소,서울남부지사,2024-04-29,1588-1519
7895,2024-04-29,2024-04-29~2024-05-03,SK오앤에스,기타 제도사(캐드원),상용직,월급,3000000.0,무관,무관,무관,,    ,서울특별시 영등포구 선유로49길 23 아이에스비즈타워 9층 SK오앤에스,중소,서울남부지사,2024-04-29,1588-1519
7896,2024-04-29,2024-04-29~2024-05-03,(주)엘에프푸드,매장 정리원(매장 보조원),시간제,시급,9860.0,무관,0년개월,무관,,    ,서울특별시 강남구 언주로 874 (신사동) 6층,중소,서울남부지사,2024-04-29,1588-1519
7897,2024-04-29,2024-04-29~2024-05-31,삼성웰스토리(주),주방 보조원(일반 음식점),시간제,시급,9860.0,무관,무관,무관,,    ,경기도 성남시 분당구 구미로 8 (구미동),대기업,서울남부지사,2024-04-29,1588-1519
7898,2024-04-29,2024-04-29~2024-04-29,국제종합관리(주),아파트·빌라 경비원,계약직,월급,2200000.0,무관,무관,무관,,    ,인천광역시 부평구 부흥북로36번길 4 국제종합관리(주) (부평동),중소,인천지사,2024-04-29,1588-1519
7899,2024-04-29,2024-04-29~2024-07-28,(주)신대영사,세탁보조원,상용직,시급,9860.0,무관,무관,무관,,    ,경상북도 영천시 금호읍 금창로 273 (주)신대영사,중소,대구지역본부,2024-04-29,1588-1519
7900,2024-04-29,2024-04-29~2024-07-28,굿윌스토어 밀알반야월점,매장 정리원(매장 보조원),상용직,시급,9860.0,무관,0년개월,무관,,    ,대구광역시 동구 안심로 266 (동호동),"협회,단체",대구지역본부,2024-04-29,1588-1519
7901,2024-04-29,2024-04-29~2024-05-31,(주)한섬,온라인 상품정보 모니터 요원,계약직,월급,1035300.0,무관,무관,무관,시각디자인,    ,서울특별시 강남구 도산대로 523 (청담동) 한섬빌딩,대기업,서울동부지사,2024-04-29,1588-1519
7902,2024-04-29,2024-04-29~2024-05-31,(주)엔씨소프트서비스,기타 서비스 단순종사원,계약직,월급,1160000.0,무관,무관,무관,,    ,경기도 성남시 분당구 대왕판교로644번길 12 (삼평동),대기업,경기동부지사,2024-04-29,1588-1519
7903,2024-04-29,2024-04-29~2024-05-31,(주)엔씨소프트서비스,도서정리원,계약직,월급,1080000.0,무관,무관,무관,,    ,경기도 성남시 분당구 대왕판교로644번길 12 (삼평동),대기업,경기동부지사,2024-04-29,1588-1519
7904,2024-04-29,2024-04-29~2024-05-10,(주)티몬위드유,바리스타,계약직,월급,1050000.0,무관,0년개월,무관,,    ,서울특별시 강남구 압구정로 118 (신사동),대기업,서울동부지사,2024-05-02,1588-1519
7905,2024-04-29,2024-04-29~2024-05-10,(주)티몬위드유,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1050000.0,무관,0년개월,무관,,    ,서울특별시 강남구 압구정로 118 (신사동),대기업,서울동부지사,2024-05-02,1588-1519
7906,2024-04-29,2024-04-29~2024-05-31,쿠팡로지스틱스서비스유한회사,자산 및 비품관리사무원,계약직,월급,1243000.0,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) HJ타워,대기업,서울동부지사,2024-04-30,1588-1519
7907,2024-04-29,2024-04-29~2024-07-28,(주)현대종합관리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1953690.0,무관,무관,무관,,    ,"인천광역시 계양구 오조산로57번길 15 (계산동, 명동빌딩)",중소,충남지사,2024-04-29,1588-1519
7908,2024-04-29,2024-04-29~2024-07-28,(주)수석,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9860.0,무관,0년개월,무관,,    ,경기도 안양시 만안구 박달로 313 (박달동),중소,충남지사,2024-04-29,1588-1519
7909,2024-04-29,2024-04-29~2024-05-31,이노위드(주) 안산,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,2300000.0,무관,0년개월,무관,,    ,경기도 안산시 상록구 한양대학로 55 (사동),중소,경기서부지사,2024-04-29,1588-1519
7910,2024-04-29,2024-04-29~2024-04-29,쿠쿠홈시스주식회사,기타 서비스 단순종사원,상용직,연봉,34000000.0,무관,0년개월,무관,,    ,경기도 시흥시 엠티브이북로 349 (정왕동),대기업,경기서부지사,2024-05-03,1588-1519
7911,2024-04-29,2024-04-29~2024-05-24,자원산업사,플라스틱제품 조립원 및 검사원,상용직,시급,9860.0,무관,무관,무관,,    ,경상북도 안동시 건지기길 14-35 자원산업사 (수상동),중소,경북지사,2024-04-30,1588-1519
7912,2024-04-29,2024-04-29~2024-05-09,수원소방서,사업체 구내식당 급식 조리사,상용직,월급,2244710.0,무관,무관,무관,,    ,경기도 수원시 장안구 정자천로189번길 12 수원소방서 (정자동),중소,경기지역본부,2024-05-03,1588-1519
7913,2024-04-26,2024-04-26~2024-04-30,대일외국어고등학교,도서정리원,계약직,시급,12140.0,무관,0년개월,무관,,    ,서울특별시 성북구 정릉동 17-6,대기업,서울북부지사,2024-04-26,1588-1519
7914,2024-04-26,2024-04-26~2024-05-03,원묵고등학교 학부모회,환경 미화원,계약직,시급,12140.0,무관,0년개월,무관,,    ,"서울특별시 중랑구 숙선옹주로 82 (묵동), 행정실","공사,공공",서울북부지사,2024-04-26,1588-1519
7915,2024-04-26,2024-04-26~2024-05-10,서울숭례초등학교,환경 미화원,계약직,시급,12140.0,무관,무관,무관,,    ,서울특별시 성북구 종암동 1-22,"공사,공공",서울북부지사,2024-04-26,1588-1519
7916,2024-04-26,2024-04-26~2024-05-28,주식회사 에스텍세이프,아파트·빌라 경비원,상용직,시급,9860.0,무관,무관,무관,,    ,"대전광역시 중구 계룡로 786 (오류동, 사학연금회관)",중소,충남지사,2024-04-29,1588-1519
7917,2024-04-26,2024-04-26~2024-04-30,한국부동산원 수원지점,사무 보조원(공공기관),계약직,월급,2250000.0,무관,무관,무관,,    ,경기도 수원시 팔달구 경수대로 464 (인계동),"공사,공공",경기서부지사,2024-04-26,1588-1519
7918,2024-04-26,2024-04-26~2024-05-10,대원루스터(주),기타 기계 조립·검사원,상용직,시급,9860.0,무관,무관,무관,,    ,인천광역시 계양구 서운산단로1길 59 B동 4층사무실 (서운동),중소,경기서부지사,2024-04-26,1588-1519
7919,2024-04-26,2024-04-26~2024-05-24,가톨릭대학교 인천성모병원,기타 서비스 단순종사원,상용직,시급,9860.0,무관,무관,고졸,,    ,인천광역시 부평구 동수로 56 (부평동),중소,경기서부지사,2024-04-26,1588-1519
7920,2024-04-26,2024-04-26~2024-06-25,농업회사법인 주식회사 해맞이빵,제과제빵 보조원,상용직,시급,9860.0,무관,0년개월,무관,,    ,경상북도 포항시 남구 중앙로 23-1 (해도동) 1층,중소,경북지사,2024-05-03,1588-1519
7921,2024-04-26,2024-04-26~2024-06-25,(주)디알젬,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,10000.0,무관,무관,무관,,    ,경기도 광명시 하안로 60 E동 706호 (소하동),중소,경북지사,2024-05-03,1588-1519
7922,2024-04-26,2024-04-26~2024-06-30,(유)송원이엔지,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",시간제,시급,9860.0,무관,0년개월,무관,,    ,전라남도 목포시 대양산단로97번길 75 (대양동),중소,전남지사,2024-04-26,1588-1519
7923,2024-04-26,2024-04-26~2024-05-31,(주)행복누리,일반상점(슈퍼) 판매원,상용직,시급,9860.0,무관,무관,무관,,    ,경기도 오산시 황새로 211 (가수동),중소,경기지역본부,2024-04-26,1588-1519
7924,2024-04-26,2024-04-26~2024-05-07,한국방송통신대학교경기지역대학,"공공시설 경비원(청사, 학교, 병원 등)",상용직,연봉,29000000.0,무관,0년개월,무관,,    ,경기도 수원시 권선구 효행로 28 (오목천동),"공사,공공",경기지역본부,2024-04-26,1588-1519
7925,2024-04-26,2024-04-26~2024-05-31,향남고등학교(직장),도서정리원,상용직,시급,9860.0,무관,0년개월,무관,,    ,경기도 화성시 향남읍(향남읍) 행정리 1번지 향남택지개발지구내 향남고등학교 행정동로 49,"공사,공공",경기지역본부,2024-04-26,1588-1519
7926,2024-04-26,2024-04-26~2024-05-30,운암고등학교,사무 보조원(공공기관),상용직,시급,9860.0,무관,0년개월,무관,,    ,경기도 오산시 운천로 12 (원동),"공사,공공",경기지역본부,2024-04-26,1588-1519
7927,2024-04-26,2024-04-26~2024-05-03,전북특별자치도정읍교육지원청,단체 급식 보조원,상용직,시급,9860.0,무관,무관,무관,,    ,전라북도 정읍시 충정로 276 (수성동),중소,전북지사,2024-04-26,1588-1519
7928,2024-04-26,2024-04-26~2024-05-02,전북특별자치도교육청,총무 및 일반 사무원,상용직,월급,2100000.0,무관,무관,무관,,    ,전라북도 전주시 완산구 홍산로 111 (효자동2가),"공사,공공",전북지사,2024-05-02,1588-1519
7929,2024-04-26,2024-04-26~2024-05-10,원광대학교병원,경영 기획 사무원,계약직,시급,9860.0,무관,0년개월,고졸,,    ,전라북도 익산시 무왕로 895 (신동),대기업,전북지사,2024-04-26,1588-1519
7930,2024-04-26,2024-04-26~2024-06-28,아라요양원,요양보호사 보조원,계약직,시급,9860.0,무관,0년개월,무관,,    ,제주특별자치도 제주시 아란서길 92  (아라일동),"협회,단체",제주지사,2024-05-03,1588-1519
7931,2024-04-26,2024-04-26~2024-07-22,청춘데이케어센터,그 외 사회복지 종사원,계약직,시급,9860.0,무관,0년개월,무관,,    ,경상남도 통영시 광도면 죽림해안로 52 3층,"협회,단체",경남동부지사,2024-04-26,1588-1519
7932,2024-04-26,2024-04-26~2024-05-03,전주온샘유치원,교육행정 사무원,계약직,시급,9860.0,무관,0년개월,무관,,    ,전북특별자치도 전주시 덕진구 심방죽로 24 (인후동1가) 전주온샘유치원,"공사,공공",전북지사,2024-04-26,1588-1519
7933,2024-04-26,2024-04-26~2024-05-31,쿠팡로지스틱스서비스유한회사,사무 보조원(일반사업체),상용직,월급,2130000.0,무관,0년개월,무관,,    ,서울특별시 강남구 테헤란로 332 (역삼동) HJ타워,대기업,전북지사,2024-04-26,1588-1519
7934,2024-04-26,2024-04-26~2024-07-25,동아산업사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9860.0,무관,무관,무관,,    ,대구광역시 서구 비산동 2038-24번지,중소,대구지역본부,2024-04-26,1588-1519
7935,2024-04-26,2024-04-26~2024-04-30,대구가톨릭대학교의료원,사무 보조원(일반사업체),계약직,시급,9860.0,무관,무관,무관,,    ,"대구광역시 남구 두류공원로17길 33 (대명동,대구카톨릭의과대학병원)",대기업,대구지역본부,2024-04-26,1588-1519
7936,2024-04-26,2024-04-26~2024-05-30,(주)겐츠 베이커리,제과·제빵원,계약직,시급,9860.0,무관,무관,무관,,    ,부산광역시 남구 용호로159번길 94 (용호동) 부산시범공단 203호,개인,부산지역본부,2024-04-26,1588-1519
7937,2024-04-26,2024-04-26~2024-06-28,주식회사 왔다상사,음료 제조기계 조작원,상용직,시급,9860.0,무관,무관,무관,,    ,부산광역시 부산진구 중앙대로824번길 5 (전포동),중소,부산지역본부,2024-04-26,1588-1519
7938,2024-04-26,2024-04-26~2024-06-28,한국부동산원,사무 보조원(일반사업체),계약직,월급,2250000.0,무관,무관,무관,,    ,대구광역시 동구 이노밸리로 291 (신서동),중소,광주지역본부,2024-04-29,1588-1519
7939,2024-04-26,2024-04-26~2024-07-25,민달팽이 사회적 협동조합,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9860.0,무관,0년개월,무관,,    ,"인천광역시 남동구 만수서로37번길 55 2층 (만수동, 하영빌딩)",중소,인천지사,2024-04-26,1588-1519
7940,2024-04-26,2024-04-26~2024-06-30,해드림산업 주식회사,광고디자이너,상용직,월급,2100000.0,무관,무관,무관,,    ,인천광역시 서구 독정로 111 (당하동),중소,인천지사,2024-04-26,1588-1519
7941,2024-04-26,2024-04-26~2024-07-25,(주)동원푸드빌,기타 식품가공 종사원,상용직,시급,9860.0,무관,0년개월,무관,,    ,인천광역시 서구 소담로 19 (금곡동),중소,인천지사,2024-04-26,1588-1519
7942,2024-04-26,2024-04-26~2024-05-03,주식회사 인성종합관리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1320000.0,무관,무관,무관,,    ,인천광역시 미추홀구 동주길10번길 16 1층 2호 (주안동),중소,인천지사,2024-04-26,1588-1519
7943,2024-04-26,2024-04-26~2024-07-25,인천시설공단,총무 및 일반 사무원,상용직,월급,2000000.0,무관,무관,무관,,    ,인천광역시 서구 봉수대로 806 4층(연희동),중소,인천지사,2024-04-26,1588-1519
7944,2024-04-26,2024-04-26~2024-06-28,투인산업(주),LED 부품·제품 조립·검사원,상용직,시급,9860.0,무관,무관,무관,,    ,인천광역시 서구 봉수대로 1171 (백석동),중소,인천지사,2024-04-26,1588-1519
7945,2024-04-26,2024-04-26~2024-05-03,세이전자,전기 부품·제품 조립·검사원,상용직,시급,9860.0,무관,무관,무관,,    ,인천광역시 미추홀구 염전로 330 (주안동) 10층 1013호,개인,인천지사,2024-04-26,1588-1519
7946,2024-04-26,2024-04-26~2024-07-25,주식회사제이피에스코스메틱,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9860.0,무관,무관,무관,,    ,인천광역시 남동구 앵고개로449번길 80 제이피에스코스메틱 (고잔동),중소,인천지사,2024-04-26,1588-1519
7947,2024-04-26,2024-04-26~2024-07-25,영진기업(주),택시 운전원,시간제,시급,9860.0,무관,무관,무관,,    ,인천광역시 남동구 석정로 534 (간석동),중소,인천지사,2024-04-26,1588-1519
7948,2024-04-26,2024-04-26~2024-07-19,(주)케이지프레시,식품 제조 및 가공 보조원,상용직,시급,9860.0,무관,무관,무관,,    ,인천광역시 강화군 강화읍 강화대로154번길 54 (주)케이지프레시,중소,인천지사,2024-04-26,1588-1519
7949,2024-04-26,2024-04-26~2024-06-30,(주)연우,"제품 포장원(섬유, 전기전자, 식품 제외)",계약직,연봉,30000000.0,무관,무관,무관,,    ,인천광역시 서구 가좌로84번길 13 (주)연우 (가좌동),중소,인천지사,2024-04-26,1588-1519
7950,2024-04-26,2024-04-26~2024-04-30,(주)서울엔지니어링,"주조원(목형원, 원형원, 주형원)",상용직,연봉,38000000.0,무관,0년개월,무관,,    ,인천광역시 미추홀구 방축로 332 (주안동),중소,인천지사,2024-04-26,1588-1519
7951,2024-04-26,2024-04-26~2024-07-25,기신정기(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9860.0,무관,무관,무관,기계공학,    ,인천광역시 남동구 은봉로 111 경비실 (논현동),중소,인천지사,2024-04-26,1588-1519
7952,2024-04-26,2024-04-26~2024-07-19,（주）코리아종합관리,건물 경비원,계약직,시급,9860.0,무관,무관,무관,,    ,"인천광역시 계양구 도두리로 21 (계산동, 이-프라자 704호)",중소,인천지사,2024-04-26,1588-1519
7953,2024-04-26,2024-04-26~2024-07-25,(사)한국관세무역개발원,물류 사무원(물류 관리사),계약직,연봉,27150000.0,무관,무관,무관,,    ,서울특별시 강서구 마곡중앙5로 22 7층 (마곡동),중소,인천지사,2024-04-26,1588-1519
7954,2024-04-26,2024-04-26~2024-07-19,주식회사이노디스,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,연봉,24730000.0,무관,무관,무관,,    ,인천광역시 계양구 서운산단로2길 73 (서운동),중소,인천지사,2024-04-26,1588-1519
7955,2024-04-26,2024-04-26~2024-06-30,(주)한샘디지텍,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,3204700.0,무관,0년개월,무관,,    ,인천광역시 서구 석남로 15 (석남동),중소,인천지사,2024-04-26,1588-1519
