연번,구인_신청일자,모집_기간,기업명,모집_직종,고용_형태,임금_형태,임금,입사_형태,요구_경력,요구_학력,전공_계열,요구_자격증,사업장_주소,기업_형태,담당_기관,등록일,연락처
1,2024-12-31,2024-12-31~2025-01-15,제주탐나씨푸드영어조합법인,식품 포장원,상용직,월급,1714000.0,무관,무관,무관,,    ,제주특별자치도 제주시 명림로 258 (봉개동),중소,제주지사,2024-12-31,1588-1519
2,2024-12-31,2024-12-31~2025-01-31,여수전남병원,병원 안내원 및 병원고객 도우미,상용직,시급,10030.0,무관,무관,무관,,    ,전라남도 여수시 좌수영로 49 (광무동),중소,전남지사,2024-12-31,1588-1519
3,2024-12-31,2024-12-31~2025-01-19,나라개발시스템주식회사,환경 미화원,계약직,월급,1480000.0,무관,무관,무관,,    ,서울특별시 강남구 논현로30길 36-4 4층 (도곡동),중소,경기서부지사,2024-12-31,1588-1519
4,2024-12-31,2024-12-31~2025-01-17,(주)삼원가든 투뿔등심 논현본점,일반 음식점 접객서빙원,상용직,월급,2430000.0,무관,0년개월,무관,,    ,서울특별시 강남구 언주로148길 19 1층 102호(논현동),중소,서울동부지사,2024-12-31,1588-1519
5,2024-12-31,2024-12-31~2025-01-15,울산광역시북구시설관리공단,주차 관리·안내원,계약직,시급,10030.0,무관,0년개월,무관,,    ,울산광역시 북구 산업로 1020 (연암동) 울산광역시북구시설관리공단,"공사,공공",울산지사,2024-12-31,1588-1519
6,2024-12-31,2024-12-31~2024-12-31,국가대표안마원(남동구),안마사,상용직,월급,2500000.0,무관,0년개월,무관,,    ,인천광역시 남동구 논고개로123번길 35 (논현동),개인,인천지사,2024-12-31,1588-1519
7,2024-12-31,2024-12-31~2025-01-30,하늘종합관리(주),아파트·빌라 경비원,계약직,시급,10030.0,무관,무관,무관,,    ,"인천광역시 남동구 백범로 67 423-3 (만수동, 장수상가)",중소,인천지사,2024-12-31,1588-1519
8,2024-12-31,2024-12-31~2024-12-31,의료법인 나사렛의료재단 나사렛국제병원,사무 보조원(일반사업체),상용직,월급,2096270.0,무관,무관,무관,,    ,인천광역시 연수구 먼우금로 98 (동춘동),중소,인천지사,2024-12-31,1588-1519
9,2024-12-31,2024-12-31~2025-01-31,광주광역시 동구청,사무 보조원(공공기관),계약직,시급,10030.0,무관,0년개월,무관,,    ,광주광역시 동구 서남로 1 (서석동),"공사,공공",광주지역본부,2024-12-31,1588-1519
10,2024-12-31,2024-12-31~2025-02-28,씨제이제일제당(주) 영등포공장,바리스타,계약직,시급,10030.0,무관,0년개월,무관,,    ,서울특별시 구로구 경인로 518 (구로동) CJ제일제당 영등포공장,대기업,서울지역본부,2024-12-31,1588-1519
11,2024-12-31,2024-12-31~2024-12-31,경상북도교육청구미도서관 ,도서정리원,계약직,시급,9860.0,무관,무관,무관,,    ,경상북도 구미시 원평2동 964-616번지,"공사,공공",경북지사,2024-12-31,1588-1519
12,2024-12-31,2024-12-31~2025-01-31,광주광역시 동구장애인복지관,사무 보조원(공공기관),계약직,시급,10030.0,무관,무관,무관,전기공학,    ,광주광역시 동구 백서로198번길 7 광주광역시동구장애인복지관 (서석동),중소,광주지역본부,2024-12-31,1588-1519
13,2024-12-31,2024-12-31~2025-02-28,케이원보안시스템,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,10030.0,무관,0년개월,무관,,    ,충청남도 천안시 동남구 쌍용대로 46 (쌍용동) 가람빌딩 2층,중소,충남지사,2024-12-31,1588-1519
14,2024-12-31,2024-12-31~2025-02-28,주식회사 터틀즈,"제품 단순검사원(섬유, 전기전자, 식품 제외)",계약직,시급,10030.0,무관,무관,무관,,    ,"부산광역시 사상구 사상로 208-1 402호 (괘법동, 사상티오피)",중소,부산지역본부,2024-12-31,1588-1519
15,2024-12-31,2024-12-31~2025-01-05,범물중학교,환경 미화원,계약직,월급,1143000.0,무관,0년개월,무관,,    ,대구광역시 수성구 범안로4길 46 (범물동),"공사,공공",대구지역본부,2024-12-31,1588-1519
16,2024-12-31,2024-12-31~2025-01-03,한국한의약진흥원,사무 보조원(공공기관),계약직,월급,1050000.0,신입,무관,무관,,    ,경상북도 경산시 화랑로 94 (갑제동),"공사,공공",대구지역본부,2024-12-31,1588-1519
17,2024-12-31,2024-12-31~2024-12-31,（주）상일종합관리,아파트·빌라 경비원,계약직,월급,2972900.0,무관,무관,무관,,    ,대구광역시 남구 용두방천2길 34 상일빌딩 (이천동),중소,대구지역본부,2024-12-31,1588-1519
18,2024-12-31,2024-12-31~2025-01-31,(주)에스피씨지에프에스,환경 미화원,상용직,시급,10215.0,무관,무관,무관,,    ,경기도 성남시 중원구 둔촌대로457번길 13 (상대원동),대기업,경기서부지사,2024-12-31,1588-1519
19,2024-12-31,2024-12-31~2025-01-03,의료법인대아의료재단,단체 급식 보조원,상용직,월급,2500000.0,무관,무관,무관,,    ,경기도 안산시 단원구 선부광장로 103 (선부동),중소,경기서부지사,2024-12-31,1588-1519
20,2024-12-31,2024-12-31~2025-03-30,동아대학교의료원,기타 보건·의료 서비스 종사원,시간제,시급,10030.0,무관,무관,무관,,    ,부산광역시 서구 대신공원로 26 (동대신동3가),중소,부산지역본부,2024-12-31,1588-1519
21,2024-12-31,2024-12-31~2025-01-19,(주)이랜드 이츠 애슐리퀸즈 AK 광명점,주방정리원,시간제,시급,10030.0,무관,0년개월,무관,,    ,경기도 광명시 양지로 17 (일직동),대기업,경기서부지사,2024-12-31,1588-1519
22,2024-12-31,2024-12-31~2025-01-31,주식회사 연두에프앤씨,주방 보조원(일반 음식점),계약직,시급,10030.0,무관,0년개월,무관,,    ,충청남도 천안시 서북구 늘푸른1길 18-6 (두정동) 402,개인,충남지사,2024-12-31,1588-1519
23,2024-12-31,2024-12-31~2025-01-15,울산시설공단,주차 관리·안내원,계약직,시급,10030.0,무관,무관,무관,,    ,울산광역시 중구 염포로 55 (남외동),"공사,공공",울산지사,2024-12-31,1588-1519
24,2024-12-31,2024-12-31~2025-01-17,학교기업 다온(순천선혜학교),바리스타 및 티마스터 보조원,계약직,월급,2063880.0,무관,무관,무관,,    ,전라남도 순천시 비봉길 100 (조례동),"공사,공공",전남지사,2024-12-31,1588-1519
25,2024-12-31,2024-12-31~2025-01-30,서울용두초등학교,매장 정리원(매장 보조원),상용직,시급,10030.0,무관,무관,무관,,    ,서울특별시 동대문구 천호대로13길 43 (용두동),"공사,공공",서울북부지사,2024-12-31,1588-1519
26,2024-12-30,2024-12-30~2025-01-31,가보정1관,주방 보조원(일반 음식점),상용직,월급,3500000.0,무관,무관,무관,,    ,경기도 수원시 팔달구 장다리로 282 가보정1관 (인계동),중소,경기지역본부,2024-12-30,1588-1519
27,2024-12-30,2024-12-30~2025-01-12,충청북도국제교육원,단체 급식 보조원,상용직,월급,1300000.0,무관,0년개월,무관,,    ,충청북도 청주시 서원구 흥덕로 53 (사직동),"공사,공공",충북지사,2024-12-30,1588-1519
28,2024-12-30,2024-12-30~2025-01-10,(주)한국펄프,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,1048140.0,신입,무관,무관,,    ,충청북도 청주시 상당구 문의면 미천고은로 65 (주)한국펄프,중소,충북지사,2024-12-30,1588-1519
29,2024-12-30,2024-12-30~2025-02-01,바노들,농업 단순 종사원,상용직,시급,10030.0,무관,0년개월,무관,,    ,충청북도 진천군 덕산읍 초금로 663-9 바노들,개인,충북지사,2024-12-30,1588-1519
30,2024-12-30,2024-12-30~2025-01-13,전남대학교병원,기타 보건·의료 서비스 종사원,상용직,시급,10030.0,무관,무관,무관,,    ,광주광역시 동구 제봉로 42 (학동),"공사,공공",광주지역본부,2024-12-31,1588-1519
31,2024-12-30,2024-12-30~2025-02-28,한울기전사업단,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,10030.0,무관,0년개월,무관,,    ,인천광역시 남동구 호구포로120번길 97 고잔동 3동 1층 102호 109블럭 9로트,중소,인천지사,2024-12-30,1588-1519
32,2024-12-30,2024-12-30~2025-01-17,이지요 드 누보,매장 정리원(매장 보조원),상용직,시급,10030.0,무관,0년개월,무관,,    ,부산광역시 부산진구 서전로58번길 47 (전포동),개인,부산지역본부,2024-12-31,1588-1519
33,2024-12-30,2024-12-30~2025-01-31,디비씨에이에스손해사정주식회사,환경 미화원,계약직,시급,9860.0,무관,무관,무관,,    ,서울특별시 용산구 후암로 107 게이트웨이타워 24층,대기업,서울지역본부,2024-12-30,1588-1519
34,2024-12-30,2024-12-30~2024-12-30,홈플러스(주),종합공연예술가,계약직,연봉,14600000.0,무관,무관,무관,,    ,서울특별시 강서구 화곡로 398 (등촌동),대기업,서울남부지사,2024-12-30,1588-1519
35,2024-12-30,2024-12-30~2024-12-30,서울마곡유치원,단체 급식 보조원,계약직,시급,12140.0,무관,0년개월,무관,,    ,서울특별시 강서구 마곡서1로 139-13 (마곡동),"공사,공공",서울남부지사,2024-12-30,1588-1519
36,2024-12-30,2024-12-30~2025-01-03,(재)메리놀병원,직업 운동선수,계약직,시급,10030.0,무관,0년개월,무관,,    ,부산광역시 중구 대청동4가 121,대기업,부산지역본부,2024-12-31,1588-1519
37,2024-12-30,2024-12-30~2025-03-14,(주)한백,세탁보조원,상용직,시급,10030.0,무관,0년개월,무관,,    ,울산광역시 북구 무룡1로 116-1 (연암동),중소,울산지사,2024-12-30,1588-1519
38,2024-12-30,2024-12-30~2025-02-04,(주)뉴시티보안공사,아파트·빌라 경비원,상용직,시급,10030.0,무관,무관,무관,,    ,울산광역시 북구 사청1길 13 2층 (화봉동),중소,울산지사,2024-12-30,1588-1519
39,2024-12-30,2024-12-30~2025-02-28,현대자동차(주),사무 보조원(일반사업체),계약직,월급,3000000.0,무관,무관,초대졸,,    ,"서울특별시 서초구 헌릉로 12 (양재동,현대기아자동차빌딩)",대기업,울산지사,2024-12-30,1588-1519
40,2024-12-30,2024-12-30~2025-02-28,더바디건강안마원,사무 보조원(일반사업체),상용직,시급,10030.0,경력,2년개월,무관,,    ,"울산광역시 북구 명촌5길 5-3 2층 (진장동, JH빌딩)",중소,울산지사,2024-12-30,1588-1519
41,2024-12-30,2024-12-30~2025-01-30,사회적협동조합 국민행복서비스단,바리스타,상용직,시급,9860.0,무관,0년개월,무관,,    ,"울산광역시 남구 남산로 320 (신정동)1,2층",중소,울산지사,2024-12-30,1588-1519
42,2024-12-30,2024-12-30~2024-12-31,경상북도문경교육지원청,환경 미화원,계약직,시급,9860.0,무관,0년개월,무관,,    ,경상북도 문경시 호계면 태봉1길 25 (호계면),"공사,공공",경북지사,2024-12-31,1588-1519
43,2024-12-30,2024-12-30~2025-01-29,(주)이랜드파크켄싱턴리조트경주,주방 보조원(일반 음식점),계약직,시급,10030.0,무관,무관,무관,,    ,경상북도 경주시 보문로 182-29 (북군동),중소,경북지사,2024-12-30,1588-1519
44,2024-12-30,2024-12-30~2025-01-31,경남직업재활센터,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,시급,10030.0,무관,0년개월,무관,,    ,경상남도 진주시 이반성면 하곡로 186-17,중소,경남서부지사,2024-12-30,1588-1519
45,2024-12-30,2024-12-30~2025-01-03,재미마중 사회적협동조합,사무 보조원(일반사업체),상용직,시급,9860.0,무관,무관,무관,,    ,"서울특별시 은평구 수색로 217 129호 (수색동, 디엠씨 자이1단지)",중소,서울북부지사,2024-12-30,1588-1519
46,2024-12-30,2024-12-30~2025-01-31,주식회사 지안네이처,텔레마케터(콜센터),계약직,시급,10030.0,무관,무관,무관,,    ,서울특별시 중랑구 신내역로3길 40-36 517 (신내동),중소,서울북부지사,2024-12-30,1588-1519
47,2024-12-30,2024-12-30~2025-01-05,주식회사 위드센,주방정리원,상용직,월급,1300000.0,무관,0년개월,무관,,    ,서울특별시 서초구 반포대로 13 (서초동) 지하 1층,중소,경기서부지사,2024-12-30,1588-1519
48,2024-12-30,2024-12-30~2024-12-31,주식회사벗이(Versi),장애인 동료지원가,상용직,월급,1600000.0,무관,무관,무관,,    ,경기도 용인시 처인구 양지면 학촌로53번길 4 (벗이미술관),중소,경기동부지사,2024-12-30,1588-1519
49,2024-12-30,2024-12-30~2024-12-31,주식회사벗이(Versi),환경 미화원,상용직,월급,1050000.0,무관,무관,무관,,    ,경기도 용인시 처인구 양지면 학촌로53번길 4 (벗이미술관),중소,경기동부지사,2024-12-30,1588-1519
50,2024-12-30,2024-12-30~2025-01-20,국립농산물품질관리원경남지원,사무 보조원(공공기관),계약직,일급,80240.0,무관,무관,고졸,,    ,경상남도 창원시 성산구 중앙대로249번길 16 (용호동),중소,경남동부지사,2024-12-30,1588-1519
51,2024-12-30,2024-12-30~2024-12-30,주식회사 희망별숲,팝업북 제작가,상용직,월급,1100000.0,무관,0년개월,무관,,    ,"경기도 용인시 기흥구 서천로201번길 14 2층 206호~214호 (농서동, 프리미엄원희캐슬 기흥서천)",중소,경기동부지사,2024-12-30,1588-1519
52,2024-12-30,2024-12-30~2025-01-05,(주)에이톰엔지니어링,사무 보조원(일반사업체),상용직,월급,1050000.0,무관,무관,무관,,    ,"경기도 하남시 미사대로 550 A동 511, 512호(덕풍동, 현대지식산업센터한강미사) (덕풍동, 현대지식산업센터 한강미사)",중소,경기동부지사,2024-12-30,1588-1519
53,2024-12-27,2024-12-27~2025-01-31,대영전기 주식회사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,10030.0,신입,무관,무관,,    ,경상북도 경산시 진량읍 공단7로 161 750,중소,경기지역본부,2024-12-27,1588-1519
54,2024-12-27,2024-12-27~2025-03-26,두레주식회사,세탁원,상용직,시급,10030.0,무관,0년개월,무관,,    ,충청남도 아산시 문화로 381 9층 (모종동),중소,충남지사,2024-12-27,1588-1519
55,2024-12-27,2024-12-27~2025-01-17,주식회사하누리,바리스타,상용직,월급,2266780.0,신입,무관,무관,,    ,"경기도 평택시 진위면 진위2산단로 140 1030호, 1031 (더퍼스트타워 평택)",중소,경남동부지사,2024-12-27,1588-1519
56,2024-12-27,2024-12-27~2025-01-31,주식회사하누리,스팀세차원,상용직,월급,2266780.0,무관,무관,무관,,    ,경기도 평택시 진위면 진위2산단로 140 (더퍼스트타워 평택),중소,경남동부지사,2024-12-27,1588-1519
57,2024-12-27,2024-12-27~2025-01-31,주식회사 멀티,기계·금속 분야 단순 종사원,상용직,시급,10030.0,무관,0년개월,무관,,    ,전북특별자치도 전주시 덕진구 추천로 177-10 (팔복동1가),중소,전북지사,2024-12-27,1588-1519
58,2024-12-27,2024-12-27~2025-01-03,(주)태일테크,기타 기계 조립·검사원,계약직,시급,10030.0,무관,무관,무관,,    ,인천광역시 미추홀구 길파로71번길 12 (주안동),중소,인천지사,2024-12-27,1588-1519
59,2024-12-27,2024-12-27~2024-12-31,대구교통공사,총무 및 일반 사무원,상용직,월급,3000000.0,무관,무관,무관,,    ,대구광역시 달서구 월배로 250 1500 (상인동),"공사,공공",대구지역본부,2024-12-31,1588-1519
60,2024-12-27,2024-12-27~2024-12-31,주식회사영일에이치오엠,아파트·빌라 경비원,계약직,월급,2669500.0,무관,무관,무관,,    ,경상북도 포항시 북구 장량로18번길 39-1 2층 (장성동),중소,대구지역본부,2024-12-27,1588-1519
61,2024-12-27,2024-12-27~2025-01-10,부산큰병원,사무 보조원(일반사업체),계약직,시급,10030.0,무관,0년개월,고졸,,    ,부산광역시 부산진구 가야대로 494 지하1층~4층(개금동),중소,부산지역본부,2024-12-27,1588-1519
62,2024-12-27,2024-12-27~2025-01-04,송림종합사회복지관,요양보호사 보조원,계약직,월급,1313930.0,무관,무관,무관,,    ,인천광역시 동구 송림로43번길 35 송림종합사회복지관 (송림동),중소,인천지사,2024-12-27,1588-1519
63,2024-12-27,2024-12-27~2025-01-31,가정북구재가노인돌봄센터,노인 생활지도원,계약직,월급,1308000.0,무관,0년개월,무관,,사회복지사  요양보호사  ,대구광역시 북구 오봉로6길 12 (노원동1가) 2층,"협회,단체",대구지역본부,2024-12-27,1588-1519
64,2024-12-27,2024-12-27~2025-01-31,(주)한양,사무 보조원(일반사업체),계약직,월급,1730000.0,경력,1년0개월,고졸,,    ,인천광역시 남동구 미래로 14 (구월동),대기업,인천지사,2024-12-27,1588-1519
65,2024-12-27,2024-12-27~2024-12-27,가톨릭대학교 인천성모병원,의료 보조원(간호조무사 제외),계약직,시급,10030.0,무관,무관,무관,,    ,인천광역시 부평구 동수로 56 (부평동),중소,인천지사,2024-12-27,1588-1519
66,2024-12-27,2024-12-27~2025-01-03,주식회사 영탑,바리스타,계약직,월급,1103220.0,무관,무관,무관,,    ,대전광역시 유성구 대학로 99 (궁동),중소,대전지역본부,2024-12-27,1588-1519
67,2024-12-27,2024-12-27~2025-01-15,(사)한국장애인사진콘텐츠협회 인쇄사업본부,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,10030.0,무관,무관,무관,,    ,대전광역시 동구 새울로 41 (판암동) 판암테크노타운 203호,"협회,단체",대전지역본부,2024-12-27,1588-1519
68,2024-12-27,2024-12-27~2025-01-31,반려인,기념품(굿즈) 디자이너(기업홍보물디자이너),계약직,시급,10030.0,무관,무관,무관,,    ,충청북도 청주시 서원구 현도면 우록1길 30 반려인,중소,충북지사,2024-12-27,1588-1519
69,2024-12-27,2024-12-27~2025-01-03,전북특별자치도남원교육지원청,특수교육 보조원(특수교육실무원),상용직,시급,9860.0,무관,무관,무관,,    ,전북특별자치도 남원시 남문로 373 (왕정동),중소,전북지사,2024-12-30,1588-1519
70,2024-12-27,2024-12-27~2024-12-31,안동시장애인종합복지관,환경 미화원,계약직,월급,561680.0,무관,무관,무관,,    ,경상북도 안동시 옥동1길 21 안동시장애인종합복지관 (옥동),중소,경북지사,2024-12-27,1588-1519
71,2024-12-27,2024-12-27~2025-01-31,(주)드림에프엔씨,세탁보조원,계약직,시급,10030.0,무관,0년개월,무관,,    ,경상북도 포항시 남구 청림로 31 (청림동),중소,경북지사,2024-12-27,1588-1519
72,2024-12-27,2024-12-27~2024-12-31,안동시청,사무 보조원(공공기관),계약직,월급,1048000.0,무관,무관,무관,,    ,경상북도 안동시 퇴계로 115 (명륜동),"공사,공공",경북지사,2024-12-27,1588-1519
73,2024-12-27,2024-12-27~2025-02-28,선주초등학교,환경 미화원,계약직,월급,1143000.0,무관,0년개월,무관,,    ,경상북도 구미시 봉곡동 287번지 9통 1반,"공사,공공",경북지사,2024-12-27,1588-1519
74,2024-12-27,2024-12-27~2025-01-10,경상북도장애인종합복지관 봉화분관,환경 미화원,계약직,월급,561680.0,무관,무관,무관,,    ,경상북도 봉화군 봉화읍 거촌로 28-11 내성리 285,"협회,단체",경북지사,2024-12-27,1588-1519
75,2024-12-27,2024-12-27~2025-01-31,새로e,기타 서비스 단순종사원,계약직,시급,10030.0,신입,무관,무관,,    ,전라남도 영암군 영암읍 중앙로 74 1층 새로e,중소,전남지사,2024-12-27,1588-1519
76,2024-12-27,2024-12-27~2025-03-26,이수매니지먼트(주),주점·커피숍 접객서빙원,시간제,시급,10030.0,무관,0년개월,무관,,    ,"서울특별시 서대문구 이화여대길 52 비108호 이화알프스어린이관(대현동, 이화여자대학교)",중소,서울지역본부,2024-12-27,1588-1519
77,2024-12-27,2024-12-27~2025-01-24,백진안마원,안마사,상용직,시급,10030.0,무관,0년개월,무관,,    ,"부산광역시 영도구 태종로 98 502호(대교동2가, 모닝아일랜드)",개인,부산지역본부,2024-12-27,1588-1519
78,2024-12-27,2024-12-27~2025-01-17,한국체육산업개발(주),건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),상용직,월급,2200000.0,무관,무관,무관,,    ,서울특별시 송파구 올림픽로 424 우리금융아트홀,"공사,공공",서울동부지사,2024-12-30,1588-1519
79,2024-12-27,2024-12-27~2025-01-10,리뉴어스 주식회사,직업 운동선수,상용직,월급,1750000.0,무관,무관,무관,,    ,"경기도 안양시 만안구 일직로 88 석수동, 케이-타워 본관",중소,경기서부지사,2024-12-27,1588-1519
80,2024-12-27,2024-12-27~2025-01-31,(자)태광교통,택시 운전원,상용직,월급,2500000.0,무관,무관,무관,,    ,경기도 안양시 동안구 전파로95번길 25 태광교통 (호계동),중소,경기서부지사,2024-12-27,1588-1519
81,2024-12-27,2024-12-27~2025-02-28,나라개발시스템주식회사,환경 미화원,계약직,월급,1750000.0,무관,무관,무관,,    ,서울특별시 강남구 논현로30길 36-4 4층 (도곡동),중소,경기지역본부,2024-12-27,1588-1519
82,2024-12-26,2024-12-26~2025-01-31,주식회사 바이오톡스텍,실험동물 사육원,계약직,시급,10030.0,무관,무관,무관,,    ,충청북도 청주시 청원구 오창읍 연구단지로 53 (주)바이오톡스텍,중소,충북지사,2024-12-26,1588-1519
83,2024-12-26,2024-12-26~2025-01-31,전라남도교육청,바리스타,계약직,월급,2063880.0,무관,무관,무관,,    ,"전라남도 무안군 삼향읍 어진누리길 10 (남악리), 전라남도교육청 예산과","공사,공공",전남지사,2024-12-27,1588-1519
84,2024-12-26,2024-12-26~2025-02-28,제주나인리조트,호텔·콘도·숙박시설 프론트 사무원,상용직,월급,2060740.0,무관,0년개월,무관,,    ,제주특별자치도 제주시 해안마을북길 14-5 (해안동),개인,제주지사,2024-12-26,1588-1519
85,2024-12-26,2024-12-26~2025-01-31,팔팔안마원,안마사,상용직,시급,10030.0,무관,0년개월,무관,,    ,경상남도 창원시 의창구 팔용로 420 (팔용동) 3층 301호,개인,경남동부지사,2024-12-26,1588-1519
86,2024-12-26,2024-12-26~2024-12-31,（사）대한안마사협회 제주지부,안마사,계약직,월급,1534010.0,무관,무관,무관,,    ,"제주특별자치도 제주시 서사로 149-1 (삼도일동, 2층)",중소,제주지사,2024-12-31,1588-1519
87,2024-12-26,2024-12-26~2025-01-10,(주)케이티씨에스,사무 보조원(일반사업체),상용직,시급,10030.0,무관,무관,무관,,    ,전라북도 전주시 완산구 온고을로 29 (서신동),중소,전북지사,2024-12-26,1588-1519
88,2024-12-26,2024-12-26~2024-12-27,경상북도고령교육지원청,사무 보조원(일반사업체),계약직,월급,980000.0,무관,무관,무관,,자동차운전면허  컴퓨터활용능력3급  ,경상북도 고령군 고령읍 연조1길 10 (쾌빈리),"공사,공공",대구지역본부,2024-12-26,1588-1519
89,2024-12-26,2024-12-26~2025-01-10,주식회사 비케이알,주점·커피숍 접객서빙원,계약직,시급,9860.0,무관,0년개월,무관,,    ,서울특별시 종로구 삼봉로 71 (수송동) 지타워 4층,중소,대구지역본부,2024-12-26,1588-1519
90,2024-12-26,2024-12-26~2024-12-31,국민건강보험공단,총무 및 일반 사무원,상용직,월급,3000000.0,무관,무관,무관,,    ,강원도 원주시 건강로 32 (반곡동),"공사,공공",대구지역본부,2024-12-30,1588-1519
91,2024-12-26,2024-12-26~2025-01-03,(주)삼원에스컴,환경 미화원,상용직,시급,10030.0,무관,무관,무관,,    ,대구광역시 동구 효신로 46 (효목동),중소,대구지역본부,2024-12-26,1588-1519
92,2024-12-26,2024-12-26~2025-03-15,광주광역시서구장애인복지관,사무 보조원(공공기관),계약직,시급,10030.0,무관,무관,무관,,    ,"광주광역시 서구 상무대로 1032 2층, 3층 서구장애인복지관 (화정동)",중소,광주지역본부,2024-12-31,1588-1519
93,2024-12-26,2024-12-26~2025-03-25,광주광역시지적발달장애인복지협회,요양보호사 보조원,계약직,시급,10030.0,무관,0년개월,무관,,    ,광주광역시 남구 금당로 141 (주월동),"협회,단체",광주지역본부,2024-12-26,1588-1519
94,2024-12-26,2024-12-26~2025-03-15,비젼 장애인자립생활센터,사무 보조원(공공기관),계약직,시급,10030.0,무관,무관,무관,가족·사회·복지학,    ,"광주광역시 동구 제봉로 186 나라키움 동구복합청사 1층, 101호",중소,광주지역본부,2024-12-31,1588-1519
95,2024-12-26,2024-12-26~2025-01-31,(사)대한안마사협회광주지부,안마사,계약직,시급,10030.0,무관,무관,무관,,    ,광주광역시 남구 구성로 98 (서동),중소,광주지역본부,2024-12-26,1588-1519
96,2024-12-26,2024-12-26~2025-03-25,광주광역시북구청,사무 보조원(공공기관),계약직,시급,10030.0,무관,무관,무관,,    ,광주광역시 북구 용봉로138번길 11 358-3 (중흥동),"공사,공공",광주지역본부,2024-12-26,1588-1519
97,2024-12-26,2024-12-26~2025-01-31,광주광역시남구청,사무 보조원(공공기관),계약직,시급,10030.0,무관,무관,무관,,    ,광주광역시 남구 봉선로 1 (주월동),"공사,공공",광주지역본부,2024-12-26,1588-1519
98,2024-12-26,2024-12-26~2025-03-25,엠마우스복지관,요양보호사 보조원,계약직,시급,10030.0,무관,무관,무관,,    ,광주광역시 북구 북문대로20번길 38 엠마우스복지관,중소,광주지역본부,2024-12-26,1588-1519
99,2024-12-26,2024-12-26~2025-03-15,광주광역시서구청,사무 보조원(공공기관),계약직,시급,10030.0,무관,무관,무관,,    ,광주광역시 서구 경열로 33 광주 서구청(농성동),"공사,공공",광주지역본부,2024-12-31,1588-1519
100,2024-12-26,2024-12-26~2025-02-28,인천광역시교육청,도서정리원,계약직,월급,1100000.0,무관,무관,무관,,    ,인천광역시 남동구 정각로 9 (구월동),"공사,공공",인천지사,2024-12-26,1588-1519
101,2024-12-26,2024-12-26~2024-12-31,주식회사하누리,바리스타 및 티마스터 보조원,상용직,월급,2228000.0,무관,무관,무관,,    ,경기도 평택시 진위면 진위2산단로 140 (더퍼스트타워 평택),중소,경기지역본부,2024-12-26,1588-1519
102,2024-12-26,2024-12-26~2025-01-03,케이원보안시스템,거리 환경미화원,계약직,월급,2250000.0,무관,0년개월,무관,,    ,충청남도 천안시 동남구 쌍용대로 46 (쌍용동) 가람빌딩 2층,중소,대전지역본부,2024-12-26,1588-1519
103,2024-12-26,2024-12-26~2025-01-06,대전정보문화산업진흥원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,연봉,29183080.0,무관,0년개월,고졸,,    ,대전광역시 유성구 대덕대로 480  (도룡동),"공사,공공",대전지역본부,2024-12-26,1588-1519
104,2024-12-26,2024-12-26~2025-02-25,광주광역시장애인종합복지관,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,10030.0,무관,0년개월,무관,,    ,광주광역시 북구 북문대로 219 (동림동),"협회,단체",광주지역본부,2024-12-26,1588-1519
105,2024-12-26,2024-12-26~2025-01-31,주식회사 아이나래와씨스페이스 가로수점,육류 가공기계 조작원,상용직,시급,10030.0,무관,0년개월,무관,,    ,충청북도 청주시 흥덕구 가로수로1311번길 6 (복대동),중소,충북지사,2024-12-26,1588-1519
106,2024-12-26,2024-12-26~2024-12-31,(사)경북지체장애인협회경북지체장애인협회경주시지회,환경 미화원,계약직,시급,10030.0,무관,무관,무관,,    ,경상북도 경주시 동천로42번길 30 30 (동천동),중소,경북지사,2024-12-26,1588-1519
107,2024-12-26,2024-12-26~2024-12-31,포항시북부장애인종합복지관,환경 미화원,계약직,시급,10030.0,무관,0년개월,무관,,    ,경상북도 포항시 북구 새천년대로 1486 1층 (여남동),중소,경북지사,2024-12-26,1588-1519
108,2024-12-26,2024-12-26~2025-01-31,(주)디에스엠알오,대여 생활용품 세척원(다회용기 세척원),상용직,월급,792370.0,무관,무관,무관,,    ,경상북도 포항시 남구 대이로5번길 14-3 (주)디에스엠알오 (대잠동),중소,경북지사,2024-12-31,1588-1519
109,2024-12-26,2024-12-26~2025-01-31,행복한200프로 주식회사,직업 운동선수,계약직,시급,9860.0,무관,무관,무관,,    ,경상북도 김천시 어모면 산업단지4로 167 농업회사법인 행복한200프로 주식회사,중소,경북지사,2024-12-31,1588-1519
110,2024-12-26,2024-12-26~2025-01-31,주식회사 한산브로텍,직업 운동선수,계약직,시급,10030.0,무관,무관,무관,,    ,경상북도 경주시 외동읍 냉천공단길 56-72 한산브로텍,중소,경북지사,2024-12-31,1588-1519
